blue_bans,red_bans,blue_picks,red_picks,patch,blue_side,red_side,winner,loser
Diana,Caitlyn,Syndra,Sylas,12.1,,,,
Akali,Irelia,Ezreal,Aphelios,12.1,,,,
Gragas,Corki,Yuumi,Thresh,12.1,,,,
,,,,,Team BDS,Misfits Gaming,red_side,blue_side
Diana,Twisted Fate,Jayce,Wukong,12.1,,,,
Yuumi,Lee Sin,Xin Zhao,Viego,12.1,,,,
Renekton,Caitlyn,LeBlanc,Vex,12.1,,,,
Malphite,Jhin,Xayah,Jinx,12.1,,,,
Gangplank,Corki,Rakan,Thresh,12.1,,,,
,,,,,Excel Esports,Team Vitality,blue_side,red_side
Thresh,Diana,Renekton,Gragas,12.1,,,,
Lee Sin,Jayce,Qiyana,Viego,12.1,,,,
Ryze,Lucian,Twisted Fate,LeBlanc,12.1,,,,
Leona,Kaisa,Jinx,Jhin,12.1,,,,
Gwen,Ezreal,Rakan,Zilean,12.1,,,,
,,,,,Team Vitality,Fnatic,red_side,blue_side
Jinx,Twisted Fate,Graves,Kennen,12.1,,,,
Diana,LeBlanc,Lee Sin,Trundle,12.1,,,,
Caitlyn,Akshan,Syndra,Irelia,12.1,,,,
Poppy,Lucian,Seraphine,Aphelios,12.1,,,,
Xin Zhao,Jhin,Pyke,Thresh,12.1,,,,
,,,,,G2 Esports,Astralis,blue_side,red_side
Thresh,Caitlyn,Gragas,Gwen,12.1,,,,
Twisted Fate,LeBlanc,Xin Zhao,Diana,12.1,,,,
Renekton,Vex,Corki,Yasuo,12.1,,,,
Rakan,Yuumi,Ezreal,Jhin,12.1,,,,
Jayce,Braum,Alistar,Nautilus,12.1,,,,
,,,,,SK Gaming,MAD Lions,blue_side,red_side
Diana,Twisted Fate,Renekton,Gnar,12.1,,,,
Jayce,Caitlyn,Jarvan IV,Xin Zhao,12.1,,,,
Lee Sin,Thresh,Viktor,LeBlanc,12.1,,,,
Gwen,Ornn,Jinx,Jhin,12.1,,,,
Camille,Nautilus,Lulu,Yuumi,12.1,,,,
,,,,,Rogue,Misfits Gaming,blue_side,red_side
Renekton,Lee Sin,Ornn,Irelia,12.1,,,,
Diana,Twisted Fate,Jarvan IV,Xin Zhao,12.1,,,,
Thresh,Caitlyn,Corki,Syndra,12.1,,,,
Sett,Gangplank,Jinx,Jhin,12.1,,,,
Yuumi,Gwen,Lulu,Soraka,12.1,,,,
,,,,,Excel Esports,Team BDS,red_side,blue_side
Renekton,Thresh,Gwen,Darius,12.1,,,,
Diana,Lee Sin,Xin Zhao,Viego,12.1,,,,
Caitlyn,Jinx,Twisted Fate,LeBlanc,12.1,,,,
Orianna,Pyke,Jhin,Lucian,12.1,,,,
Sylas,Nautilus,Rakan,Nami,12.1,,,,
,,,,,Fnatic,Team BDS,blue_side,red_side
LeBlanc,Twisted Fate,Kennen,Irelia,12.1,,,,
Lee Sin,Trundle,Viego,Diana,12.1,,,,
Caitlyn,Renekton,Vex,Yasuo,12.1,,,,
Jayce,Sett,Jinx,Jhin,12.1,,,,
Leona,Sylas,Thresh,Nautilus,12.1,,,,
,,,,,Astralis,Misfits Gaming,red_side,blue_side
Jayce,Twisted Fate,Gangplank,Corki,12.1,,,,
Akshan,Lee Sin,Jarvan IV,Xin Zhao,12.1,,,,
Jhin,Caitlyn,Malzahar,LeBlanc,12.1,,,,
Thresh,Lissandra,Lucian,Jinx,12.1,,,,
Gwen,Renekton,Nami,Lulu,12.1,,,,
,,,,,Excel Esports,G2 Esports,red_side,blue_side
Kalista,Twisted Fate,Ornn,Gwen,12.1,,,,
Lucian,Caitlyn,Xin Zhao,Jarvan IV,12.1,,,,
Lee Sin,Thresh,LeBlanc,Vex,12.1,,,,
Jayce,Lulu,Jinx,Jhin,12.1,,,,
Camille,Renekton,Rakan,Nautilus,12.1,,,,
,,,,,Rogue,SK Gaming,blue_side,red_side
LeBlanc,Twisted Fate,Renekton,Kennen,12.1,,,,
Jinx,Lee Sin,Diana,Viego,12.1,,,,
Caitlyn,Thresh,Yasuo,Akshan,12.1,,,,
Sett,Leona,Karthus,Jhin,12.1,,,,
Vex,Rakan,Nautilus,Alistar,12.1,,,,
,,,,,MAD Lions,Team Vitality,blue_side,red_side
