blue_bans,red_bans,blue_picks,red_picks,patch,Blue Side Roster,Red Side Roster,blue_side,red_side,winner,loser
,,,,,,,G2 Esports,Evil Geniuses,blue_side,red_side
Gangplank,Lucian,Gwen,Gnar,12.8,,,,,,
Graves,Renata Glasc,Wukong,Viego,12.8,,,,,,
Kennen,Karma,Zoe,Orianna,12.8,,,,,,
LeBlanc,Yuumi,Jhin,Aphelios,12.8,,,,,,
Ahri,Vex,Leona,Nautilus,12.8,,,,,,
,,,,,,,RED Canids,PSG Talon,blue_side,red_side
Twisted Fate,Lucian,Aatrox,Gwen,12.8,,,,,,
Ahri,Wukong,Karthus,Graves,12.8,,,,,,
Xayah,LeBlanc,Ryze,Anivia,12.8,,,,,,
Gangplank,Ornn,Samira,Zeri,12.8,,,,,,
Syndra,Nocturne,Nautilus,Pyke,12.8,,,,,,
,,,,,,,Evil Geniuses,G2 Esports,red_side,blue_side
LeBlanc,Graves,Aatrox,Fiora,12.8,,,,,,
Twisted Fate,Ahri,Karthus,Viego,12.8,,,,,,
Lucian,Diana,Yone,Zoe,12.8,,,,,,
Gangplank,Zed,Miss Fortune,Aphelios,12.8,,,,,,
Rumble,Irelia,Leona,Braum,12.8,,,,,,
,,,,,,,ORDER,G2 Esports,red_side,blue_side
Karma,Ahri,Rumble,Ornn,12.8,,,,,,
Poppy,Trundle,Wukong,Graves,12.8,,,,,,
LeBlanc,Lee Sin,Viktor,Syndra,12.8,,,,,,
Gangplank,Vex,Samira,Lucian,12.8,,,,,,
Twisted Fate,Gnar,Nautilus,Renata Glasc,12.8,,,,,,
,,,,,,,Team Aze,Detonation FocusMe,red_side,blue_side
Leona,Jayce,Gwen,Kennen,12.8,,,,,,
Nautilus,Caitlyn,Vi,Wukong,12.8,,,,,,
Ahri,LeBlanc,Twisted Fate,Sylas,12.8,,,,,,
Rakan,Viego,Lucian,Tristana,12.8,,,,,,
Rell,Lee Sin,Nami,Alistar,12.8,,,,,,
,,,,,,,T1,Saigon Buffalo,blue_side,red_side
