blue_bans,red_bans,blue_picks,red_picks,patch,Blue Side Roster,Red Side Roster,blue_side,red_side,winner,loser
Nocturne,Sylas,Gnar,Jax,12.18,,,,,,
Viktor,Caitlyn,Poppy,Sejuani,12.18,,,,,,
Aatrox,Maokai,Ahri,Syndra,12.18,,,,,,
Ryze,Azir,Sivir,Tristana,12.18,,,,,,
Renekton,Akali,Yuumi,Rell,12.18,,,,,,
,,,,,,,Top Esports,GAM Esports,blue_side,red_side
Varus,Caitlyn,Aatrox,Fiora,12.18,,,,,,
Maokai,Yuumi,Poppy,Xin Zhao,12.18,,,,,,
Graves,Sejuani,Azir,Viktor,12.18,,,,,,
Trundle,Lucian,Jinx,Aphelios,12.18,,,,,,
Nautilus,Kalista,Thresh,Tahm Kench,12.18,,,,,,
,,,,,,,Edward Gaming,Cloud9,blue_side,red_side
Caitlyn,Maokai,Aatrox,Jax,12.18,,,,,,
Fiora,Sejuani,Poppy,Viego,12.18,,,,,,
LeBlanc,Yuumi,Azir,Akali,12.18,,,,,,
Trundle,Pyke,Lucian,Aphelios,12.18,,,,,,
Hecarim,Kalista,Nami,Thresh,12.18,,,,,,
,,,,,,,Fnatic,T1,blue_side,red_side
Aatrox,Yuumi,Maokai,Fiora,12.18,,,,,,
Caitlyn,Akali,Nidalee,Sejuani,12.18,,,,,,
Swain,Kalista,Sett,Sylas,12.18,,,,,,
Renata Glasc,Azir,Varus,Aphelios,12.18,,,,,,
Darius,Graves,Tahm Kench,Rell,12.18,,,,,,
,,,,,,,Evil Geniuses,G2 Esports,red_side,blue_side
Sylas,Jarvan IV,Maokai,Sejuani,12.18,,,,,,
Aatrox,Caitlyn,Trundle,Lee Sin,12.18,,,,,,
Kalista,Yuumi,Azir,Akali,12.18,,,,,,
Fiora,LeBlanc,Lucian,Miss Fortune,12.18,,,,,,
Nautilus,Renekton,Nami,Amumu,12.18,,,,,,
,,,,,,,Rogue,DRX,blue_side,red_side
Viego,Caitlyn,Aatrox,Jax,12.18,,,,,,
Fiora,Yuumi,Poppy,Graves,12.18,,,,,,
Tristana,Sejuani,Azir,Lissandra,12.18,,,,,,
Nautilus,Kalista,Singed,Aphelios,12.18,,,,,,
Kaisa,Nilah,Senna,Leona,12.18,,,,,,
,,,,,,,Gen.G eSports,Royal Never Give Up,red_side,blue_side
LeBlanc,Caitlyn,Fiora,Ornn,12.18,,,,,,
Maokai,Sejuani,Lee Sin,Vi,12.18,,,,,,
Graves,Aatrox,Akali,Azir,12.18,,,,,,
Renekton,Kennen,Sivir,Kalista,12.18,,,,,,
Jarvan IV,Poppy,Yuumi,Renata Glasc,12.18,,,,,,
,,,,,,,T1,Edward Gaming,blue_side,red_side
Maokai,Caitlyn,Sejuani,Gangplank,12.18,,,,,,
Akali,Aatrox,Viego,Graves,12.18,,,,,,
Ornn,Belveth,Azir,Viktor,12.18,,,,,,
Sylas,Taliyah,Aphelios,Varus,12.18,,,,,,
Mordekaiser,Leona,Thresh,Tahm Kench,12.18,,,,,,
,,,,,,,JD Gaming,Evil Geniuses,blue_side,red_side
Yuumi,Caitlyn,Aatrox,Fiora,12.18,,,,,,
Sylas,Maokai,Viego,Sejuani,12.18,,,,,,
Seraphine,Tristana,Viktor,Akali,12.18,,,,,,
Leona,Nautilus,Kaisa,Miss Fortune,12.18,,,,,,
Braum,Alistar,Rell,Amumu,12.18,,,,,,
,,,,,,,CTBC Flying Oyster,100 Thieves,blue_side,red_side
Aatrox,Sylas,Ornn,Camille,12.18,,,,,,
Maokai,Sejuani,Jarvan IV,Graves,12.18,,,,,,
Varus,Senna,Seraphine,Azir,12.18,,,,,,
Fiora,LeBlanc,Caitlyn,Jhin,12.18,,,,,,
Nautilus,Akali,Lux,Leona,12.18,,,,,,
,,,,,,,G2 Esports,DWG KIA,red_side,blue_side
Graves,Aatrox,Fiora,Ornn,12.18,,,,,,
Trundle,Olaf,Sejuani,Maokai,12.18,,,,,,
Caitlyn,Yuumi,LeBlanc,Azir,12.18,,,,,,
Leona,Sylas,Miss Fortune,Aphelios,12.18,,,,,,
Renekton,Viktor,Nautilus,Renata Glasc,12.18,,,,,,
,,,,,,,Cloud9,Fnatic,red_side,blue_side
